epoch,learning_rate,total_loss,normal_mse,fault_direction,fault_magnitude,retention
1,5.9999999999999995e-05,0.62641904599326,0.05741104911054884,0.35275022077560425,0.4325155596051898,0.7094058086531504
2,0.00011999999999999999,0.556441963672638,0.061040302553347185,0.35738799132619586,0.27602734208107,0.7779907610757011
3,0.00017999999999999998,0.5037501296997071,0.06276419046521187,0.35087690023013524,0.18021808344977244,0.8299464913776943
4,0.00023999999999999998,0.48014753586905345,0.06231021710804531,0.3396585195064545,0.15635758973870958,0.8457238379887173
5,0.0003,0.47084834064756126,0.06249242373023715,0.3331378196307591,0.15043619762148178,0.8499849956376213
6,0.0003,0.45701084807940895,0.061371271205799924,0.3264493285247258,0.13838050038473948,0.859009011404855
7,0.00029974622374069024,0.45157941174507144,0.06128508425184659,0.32263607505389624,0.13531650965554376,0.8609846032006401
8,0.00029898575366129145,0.4484316078594753,0.06054277233992304,0.32038873747416907,0.1350001907008035,0.8612092171396528
9,0.0002977211629518312,0.4424648638452803,0.060060693315097266,0.31727374400411334,0.1302608574458531,0.8649390523774284
10,0.00029595673058697357,0.4378041232654027,0.05987660093818393,0.31555168202945166,0.12475168332031795,0.8692062161990575
11,0.00029369842684732334,0.4368055216244289,0.059789337209292824,0.3147161008289882,0.12460017158303943,0.86931111403874
12,0.0002909538931178862,0.4333092958927155,0.05924739822319576,0.3117648708820343,0.12459404660974231,0.8694819239888874
13,0.0002877324160320411,0.4302032580035074,0.05915105301993234,0.31167417846407214,0.11875605681112836,0.8735216896193368
14,0.0002840448960485118,0.4266771261692047,0.058942964885916035,0.3096109096322741,0.11624650538819177,0.875848603793553
15,0.0002799038105676658,0.4255389445168632,0.0588820542395115,0.3090632375649044,0.11518731233051846,0.8766624193191529
16,0.00027532317171194046,0.42362047699519567,0.05871450118507658,0.3077087143148695,0.1143945244891303,0.877608251299177
17,0.00027031847891325657,0.42192790426526755,0.05853553548455239,0.30712094943864005,0.11254283206803459,0.8785042990275792
18,0.00026490666646784665,0.4192077216080257,0.05839295008778572,0.3063494861807142,0.1089305672134672,0.8814938552039011
19,0.0002591060462359573,0.4181012182576316,0.05830643216626985,0.3055805937903268,0.10842838340997697,0.8818511747632709
20,0.00025293624568031,0.41680171210425243,0.058237242843423576,0.3054434634957995,0.10624200971637454,0.8835719325883049
21,0.0002464181414529809,0.41465543995584764,0.05806316053867341,0.30453806740897044,0.10410842829091209,0.8851380804606848
22,0.00023957378875541792,0.4144764281341008,0.05795559835008213,0.3042104498658862,0.10462076344660351,0.8848728587286814
23,0.0002324263467106209,0.4134023578166962,0.057902832972151895,0.3037638387680054,0.10347137341329031,0.8856896985598973
24,0.000225,0.41112223884037563,0.057775112003088,0.30281484794616703,0.10106455785887583,0.8877623459952219
25,0.00021731987703006933,0.4093688579286848,0.05776174286433629,0.3027377135413034,0.09773880700554168,0.8905075011253357
26,0.0002094119649058735,0.40864206746646337,0.057690300881862645,0.30168575515065876,0.09853202308927264,0.889727664743151
27,0.00020130302149885031,0.4068078308786665,0.05753944119811059,0.3016269375596728,0.09528290127856391,0.8926094002723695
28,0.00019302048490666353,0.4060288508960179,0.05745453248705183,0.30092146154812405,0.09530570828914643,0.8928059137208122
29,0.00018459238061136602,0.4053392244066511,0.057287296354770666,0.30056571905953544,0.09497241827419826,0.8927816875321525
30,0.00017604722665003956,0.40391426869801117,0.05723466962575913,0.3003668956756592,0.09262541094848088,0.8949216211863927
31,0.00016741393711878453,0.4035427135740008,0.05729438301920891,0.3004221809591566,0.09165229696886881,0.8953888006891524
32,0.00015872172433657134,0.4021739211082459,0.057158710960830965,0.29954423703466143,0.09094194786889213,0.8963414068903243
33,0.00015,0.40146099850109646,0.05719906541705132,0.299837106364114,0.08884965472561973,0.8979182544435774
34,0.00014127827566342863,0.40048061214174546,0.057030333131551744,0.2993098011357444,0.08828095496552332,0.8982566116877965
35,0.00013258606288121542,0.3996725315707071,0.056996161780187064,0.2990395611694881,0.08727361318894795,0.899315439088004
36,0.00012395277334996044,0.3992460586002895,0.056954004428216395,0.2987083570616586,0.0871673978992871,0.8991750166756767
37,0.00011540761938863397,0.3983488610812596,0.05692167393650328,0.2985777239118304,0.08569892845835005,0.9006556791578021
38,0.0001069795150933365,0.39716125222614834,0.05685239855732237,0.2981425747871399,0.08433255422966822,0.9020246550696237
