seed,candidate,official_score,official_score_percent,in_support_retention_median,in_support_retention_q05,heldout_retention_median,heldout_retention_q05,in_support_frontend_retention_median,in_support_frontend_retention_q05,in_support_adapter_retention_median,in_support_adapter_retention_q05,in_support_transport_error_median,in_support_transport_error_q90,trainable_parameters,score_path
13711,c1_mse,0.6344057638841025,63.44057638841025,0.7204845547676086,0.101599008962512,0.8826814889907837,0.5032059133052826,,,,,,,989696,seed13711/c1_mse/scores.csv
13711,c2_fault_preserving,0.6344057638841025,63.44057638841025,0.7204845547676086,0.101599008962512,0.8826814889907837,0.5032059133052826,0.7731100022792816,0.1340193301439285,0.9310665130615234,0.6848273307085038,0.694331169128418,0.9869084596633911,989696,seed13711/c2_fault_preserving/scores.csv
42,c1_mse,0.6334202406721446,63.34202406721447,0.7210698127746582,0.1014079667627811,0.8769883513450623,0.4924710601568221,,,,,,,989696,seed42/c1_mse/scores.csv
42,c2_fault_preserving,0.6334202406721446,63.34202406721447,0.7210698127746582,0.1014079667627811,0.8769883513450623,0.4924710601568221,0.7731100022792816,0.1340193301439285,0.9300241470336914,0.6836366266012193,0.6942053139209747,0.9869839251041412,989696,seed42/c2_fault_preserving/scores.csv
2026,c1_mse,0.6343436523042127,63.43436523042128,0.720145583152771,0.1015052508562803,0.881390392780304,0.5057098925113678,,,,,,,989696,seed2026/c1_mse/scores.csv
2026,c2_fault_preserving,0.6343436523042127,63.43436523042128,0.720145583152771,0.1015052508562803,0.881390392780304,0.5057098925113678,0.7731100022792816,0.1340193301439285,0.9304538071155548,0.6794865846633912,0.6945322453975677,0.9867941498756408,989696,seed2026/c2_fault_preserving/scores.csv
