epoch,learning_rate,total_loss,normal_mse,fault_direction,fault_magnitude,retention
1,5.9999999999999995e-05,0.6264205981663296,0.057406785483871195,0.3527326858384269,0.43256225705146795,0.7093904908725194
2,0.00011999999999999999,0.5563865432739258,0.06104408975584167,0.35735228892735077,0.2759803182738168,0.778023798601968
3,0.00017999999999999998,0.5037226077488491,0.06274568189467702,0.3507994183131627,0.18035500986235484,0.8299448353903635
4,0.00023999999999999998,0.4797370526450021,0.06227724942139217,0.3394154829638345,0.15608864348275323,0.845905701160431
5,0.0003,0.47146277093887334,0.06264225904004915,0.33325397321156097,0.15113307933296477,0.8493716510363988
6,0.0003,0.4572158124787467,0.061349507153034215,0.32651289609500345,0.13870681791646142,0.8586449894223895
7,0.00029974622374069024,0.4506825205598559,0.0611966556268079,0.3223225707326617,0.13432659617492132,0.8619948066983905
8,0.00029898575366129145,0.4480541688374111,0.06047296612603324,0.3201578241416386,0.13484675213268826,0.8614267307690212
9,0.0002977211629518312,0.4420699250357492,0.06011859437823296,0.31711876828329905,0.12966513201168606,0.8652288541112628
10,0.00029595673058697357,0.43719682083811084,0.059879224445138664,0.31534468538420546,0.12394582047632763,0.8696377729688373
11,0.00029369842684732334,0.436489781005042,0.059835782728024894,0.3146526724270412,0.12400264677831106,0.8696802674702236
12,0.0002909538931178862,0.4322628795419421,0.05923528996961458,0.31162887736729217,0.12279742205142975,0.8710609287534442
13,0.0002877324160320411,0.4297347241469792,0.05912349674531392,0.3115652578217643,0.11809194318737304,0.8739184831891742
14,0.0002840448960485118,0.42654114808355065,0.05893540522881917,0.30956792334147865,0.1160756396480969,0.8758928774424962
15,0.0002799038105676658,0.42508542694364276,0.058840135042156495,0.3090148119926453,0.1144609655056681,0.8771638641357422
16,0.00027532317171194046,0.4226772123064314,0.058632139486925944,0.30760115027427676,0.11288784466470991,0.8786887022427151
17,0.00027031847891325657,0.4208975629125323,0.05845558488794736,0.3071253856590816,0.11063318581240518,0.880153622695378
18,0.00026490666646784665,0.41875708777563914,0.05841113096475602,0.3063375284671784,0.10801685704503741,0.8819764983313425
19,0.0002591060462359573,0.41736710752759665,0.0582433100938797,0.3055962978431157,0.10705500467334475,0.8829606707436698
20,0.00025293624568031,0.41614777912412376,0.058209270319768365,0.30533615033967154,0.10520471796819143,0.8842981264931815
21,0.0002464181414529809,0.41463988280296327,0.058050160940204355,0.3046377385343824,0.10390396602664675,0.8851741394315448
22,0.00023957378875541792,0.41295022038051066,0.057779002938951766,0.3040164577960968,0.10230951692376819,0.8868820458820889
23,0.0002324263467106209,0.4139368962219784,0.05778894011889186,0.30406924217087883,0.10415742417744228,0.885161102294922
24,0.000225,0.4105418638842447,0.05772300162485668,0.302806636435645,0.10002445008073535,0.8887498518398831
25,0.00021731987703006933,0.4095096220288958,0.05780670283096178,0.3029416178975787,0.09752260706254415,0.8905412565640042
26,0.0002094119649058735,0.40890212808336535,0.057650188637631286,0.3018866414342608,0.0987305943284716,0.8895385956083026
27,0.00020130302149885031,0.40673593388284957,0.05744314206072263,0.3018213125297002,0.09494295918090004,0.8928283970696587
28,0.00019302048490666353,0.4056361004625048,0.057377874404191974,0.3010834712300982,0.09434950882196427,0.8933378219604493
29,0.00018459238061136602,0.40525959512165616,0.05730939309511866,0.3010658258369991,0.09376874605246953,0.8935961810520717
30,0.00017604722665003956,0.4039127687045506,0.05710375283445631,0.3004785445758275,0.0926609412431717,0.8947857189859664
31,0.00016741393711878453,0.4031060486861638,0.05721195849350521,0.30051189099039355,0.09076440118040358,0.8962703580175128
32,0.00015872172433657134,0.40213018591063365,0.05718129579510008,0.2999020982810429,0.09009358101231713,0.8968183649608068
33,0.00015,0.40122773126193456,0.05710532425556864,0.300162657567433,0.08791949619565692,0.8986175571850369
34,0.00014127827566342863,0.40016778714316237,0.05700879590000425,0.299423088652747,0.08747180813550949,0.8988827820505415
35,0.00013258606288121542,0.39938893021856037,0.05692685245190349,0.29923463790757315,0.08645488153185164,0.8997229554993766
36,0.00012395277334996044,0.39872222454207285,0.05690446587971279,0.2989148706708636,0.08580577205760138,0.9001748759405954
37,0.00011540761938863397,0.39753173470497133,0.056853417507239754,0.29866934125764033,0.0840179541196142,0.9020974051611764
38,0.0001069795150933365,0.39687378811836244,0.056811018824577335,0.2984102303981781,0.08330507699080876,0.9027287331308638
39,9.869697850114969e-05,0.39654700902530127,0.05674870506780488,0.298424250296184,0.08274810246910368,0.9029686730248588
40,9.058803509412646e-05,0.39576155093738014,0.056700781115463804,0.29827277588844303,0.08157598670891354,0.9039716449465071
41,8.268012296993067e-05,0.3948317768233163,0.05665501726525171,0.29805518664632524,0.08024314786280905,0.905195153440748
42,7.500000000000002e-05,0.3943144315651485,0.05662483879923821,0.2977841649396079,0.07981085484368461,0.9055197886739459
43,6.75736532893791e-05,0.39344203226906915,0.05662044592414584,0.297761796610696,0.07811958293829646,0.9072704202107021
44,6.04262112445821e-05,0.39350121651377,0.056579970789807185,0.2974560558795929,0.07893037907566344,0.9065412688936507
45,5.358185854701909e-05,0.392482844216483,0.05651564921651568,0.2974265948363713,0.07708119607823236,0.9080901887757439
46,4.706375431968997e-05,0.3918784991332463,0.05649479588440487,0.29728190905707225,0.07620358560766494,0.9089998977524895
47,4.089395376404269e-05,0.3915686536175864,0.05653683679018702,0.2972330368586949,0.07559756540400642,0.9094998277936663
48,3.509333353215331e-05,0.3912083938802992,0.05647862023540906,0.29725128211293905,0.07495698493719101,0.9100669633320401
49,2.9681521086743422e-05,0.39096204832621984,0.05650424149206707,0.29698481011390687,0.07494599063055857,0.9100959920883179
50,2.4676828288059558e-05,0.39039015463420323,0.05646690790142332,0.29689040017127993,0.07406568340744292,0.9109437838281904
51,2.009618943233419e-05,0.3901415412085397,0.05639546098027911,0.2968079818316869,0.07387619621413095,0.9111785486766271
52,1.5955103951488173e-05,0.38990356438500545,0.05640791157739503,0.2968135465213231,0.07336421050344195,0.9115582092830113
53,1.2267583967958916e-05,0.38974798056057525,0.056416377510343285,0.29681692477634974,0.07302935586656843,0.912014352117266
54,9.046106882113751e-06,0.38947080809729445,0.05637327704685075,0.29666357859543396,0.07286790156364441,0.9122947246006557
55,6.301573152676664e-06,0.38932915077890673,0.05638940032890865,0.29685862197194784,0.07216225234951293,0.9128722665650505
56,4.043269413026429e-06,0.38923363191740856,0.056362350302083156,0.2966430401802063,0.07245648392609189,0.9125636249269758
57,2.2788370481687965e-06,0.38911924770900186,0.05636839037707874,0.2966090201990945,0.07228367343119213,0.9127813790866307
58,1.0142463387085464e-06,0.38905188499178206,0.05636338598387582,0.2966842473915645,0.07200850558280945,0.9129892045429775
59,2.5377625930977363e-07,0.38900852612086706,0.05638009873884065,0.29676665694372995,0.07172353602307184,0.9131374130249024
60,0.0,0.38902534137453354,0.056382148725645884,0.2967036750997816,0.07187903345482691,0.9130849838938032
