method,official_score,official_score_percent
global_ap,0.5697673790451062,56.97673790451062
freq_ap,0.5783403227337317,57.83403227337317
freq_ap_beam,0.6035298162254357,60.35298162254357
freq_rdp4_beam,0.612665406407114,61.2665406407114
freq_rdp8_beam,0.6197676455378447,61.97676455378447
