candidate,fault_set,clips,retention_median,retention_q05,direction_median,transport_error_median,normal_function_drift_median
l1_layerwise_mse,heldout,256,0.8800444017652012,0.3594371197260544,0.8863250238175069,0.46661743033018604,0.08859170445649911
l1_layerwise_mse,in_support,512,0.7145631588768273,0.08373789190076787,0.7413873708136376,0.6843045075086985,0.08859170445649911
l2_layerwise_fault_transport,heldout,256,0.8310962627073277,0.30016171199612285,0.8830675665804583,0.47691633481980095,0.081565463229735
l2_layerwise_fault_transport,in_support,512,0.7810628887341104,0.10920489090030029,0.8032619124090021,0.6054658159254709,0.08185541358834326
