seed,candidate,official_score,official_score_percent,in_support_retention_median,in_support_retention_q05,heldout_retention_median,heldout_retention_q05,trainable_parameters,score_path
13711,c1_mse,0.6344057638841025,63.44057638841025,0.7204845547676086,0.101599008962512,0.8826814889907837,0.5032059133052826,989696,seed13711/c1_mse/scores.csv
13711,c2_fault_preserving,0.6227509781223945,62.27509781223945,0.9539027810096741,0.4654216602444651,0.9694475531578064,0.7295292019844055,989696,seed13711/c2_fault_preserving/scores.csv
42,c1_mse,0.6334202406721446,63.34202406721447,0.7210698127746582,0.1014079667627811,0.8769883513450623,0.4924710601568221,989696,seed42/c1_mse/scores.csv
42,c2_fault_preserving,0.6259582718660417,62.59582718660417,0.9544197916984558,0.4659086748957634,0.9681347012519836,0.7333284497261048,989696,seed42/c2_fault_preserving/scores.csv
2026,c1_mse,0.6343436523042127,63.43436523042128,0.720145583152771,0.1015052508562803,0.881390392780304,0.5057098925113678,989696,seed2026/c1_mse/scores.csv
2026,c2_fault_preserving,0.6204771394145997,62.04771394145997,0.9542049467563629,0.46709434986114495,0.9674364924430848,0.729199868440628,989696,seed2026/c2_fault_preserving/scores.csv
