seed,candidate,official_score,official_score_percent,in_support_retention_median,in_support_retention_q05,heldout_retention_median,heldout_retention_q05,trainable_parameters,score_path
13711,c1_mse,0.6344057638841025,63.44057638841025,0.7204845547676086,0.101599008962512,0.8826814889907837,0.5032059133052826,989696,seed13711/c1_mse/scores.csv
13711,c2_fault_preserving,0.635296971939492,63.5296971939492,0.7731121182441711,0.13401791378855704,0.9515516757965088,0.5744908511638641,989696,seed13711/c2_fault_preserving/scores.csv
42,c1_mse,0.6334202406721446,63.34202406721447,0.7210698127746582,0.1014079667627811,0.8769883513450623,0.4924710601568221,989696,seed42/c1_mse/scores.csv
42,c2_fault_preserving,0.6327098142580658,63.27098142580658,0.7731112241744995,0.1340220957994461,0.9515587091445924,0.5745032072067261,989696,seed42/c2_fault_preserving/scores.csv
2026,c1_mse,0.6343436523042127,63.43436523042128,0.720145583152771,0.1015052508562803,0.881390392780304,0.5057098925113678,989696,seed2026/c1_mse/scores.csv
2026,c2_fault_preserving,0.631309313989561,63.1309313989561,0.7731045782566071,0.13402089402079578,0.9515636563301086,0.5744868695735932,989696,seed2026/c2_fault_preserving/scores.csv
