seed,candidate,official_score,official_score_percent,in_support_retention_median,in_support_retention_q05,heldout_retention_median,heldout_retention_q05,in_support_frontend_retention_median,in_support_frontend_retention_q05,in_support_adapter_retention_median,in_support_adapter_retention_q05,in_support_transport_error_median,in_support_transport_error_q90,trainable_parameters,score_path
13711,c1_mse,0.6344057638841025,63.44057638841025,0.7204845547676086,0.101599008962512,0.8826814889907837,0.5032059133052826,,,,,,,989696,seed13711/c1_mse/scores.csv
13711,c2_fault_preserving,0.6344508521958595,63.44508521958595,0.7218388915061951,0.10122833251953121,0.8628453016281128,0.47716618180274956,0.7731100022792816,0.1340193301439285,0.9352988600730896,0.6660874366760254,0.682500422000885,0.9774319350719453,989696,seed13711/c2_fault_preserving/scores.csv
42,c1_mse,0.6334202406721446,63.34202406721447,0.7210698127746582,0.1014079667627811,0.8769883513450623,0.4924710601568221,,,,,,,989696,seed42/c1_mse/scores.csv
42,c2_fault_preserving,0.6339011725574971,63.390117255749715,0.7224204540252686,0.10110606588423246,0.8583921790122986,0.4674616038799285,0.7731100022792816,0.1340193301439285,0.9340775310993195,0.6670399814844131,0.682340681552887,0.9778082013130189,989696,seed42/c2_fault_preserving/scores.csv
2026,c1_mse,0.6343436523042127,63.43436523042128,0.720145583152771,0.1015052508562803,0.881390392780304,0.5057098925113678,,,,,,,989696,seed2026/c1_mse/scores.csv
2026,c2_fault_preserving,0.6341207458290054,63.41207458290054,0.7227644622325897,0.10113561116158958,0.8618637323379517,0.482210299372673,0.7731100022792816,0.1340193301439285,0.9350758194923401,0.664722529053688,0.6816520094871521,0.976802307367325,989696,seed2026/c2_fault_preserving/scores.csv
