candidate,fault_set,clips,retention_median,retention_q05,direction_median,transport_error_median,raw_retention_median,raw_retention_q05,normal_function_drift_median
p1_tap0_mse,heldout,256,0.678304490667925,0.3269700466334443,0.7818268616779703,0.6330180775426466,0.9268235565356292,0.6387050987795899,0.13945047322603393
p1_tap0_mse,in_support,512,0.6708682361987046,0.21595105178636728,0.6243521270639824,0.7997179891716977,0.8429365080475992,0.4239946948553664,0.14116905945278563
p2_tap0_actt,heldout,256,0.6738546778193547,0.3694460716659703,0.7750349144757616,0.6442656793009054,0.9268235565356292,0.6387050987795899,0.08820663458047906
p2_tap0_actt,in_support,512,0.6674408029673516,0.2432705069768551,0.6350324121610762,0.792882295209241,0.8429365080475992,0.4239946948553664,0.08878308543868199
