ablation,mean_auc_all,mean_pauc_all_max_fpr_0_1,mean_auc_source,mean_auc_target
a00_near,0.5140428571428571,0.5244360902255639,0.5025142857142856,0.5132571428571429
a01_near_far,0.5113571428571427,0.5217293233082707,0.5105142857142857,0.4952571428571429
a02_care_multiview,0.5089571428571429,0.5275187969924812,0.4906857142857142,0.5137142857142857
